Grade,Selection_Date,Match_Date,Sport,League,Home_Team,Away_Team,Market,Selection,Orginator_Price,Current_Price,Min_Price,Pinnacle,Betrivers,FanDuel,Draftkings,Caesars,BetMGM,Betonline,BetUS,Hard_Rock,ESPN_BET,Fanatics,Bet365,Bovada,MyBookie,Betano,(___),updated_at,game_id,Selection_ID,Identifier,Parent_ID,Active_Selection,Notes,Colour_coding
A,2002-06-25,2002-08-25,Scotland,League 2,Forfar Athletic,Edinburgh City,1x2,Edinburgh City,4.45,4.45,345,345,,,,,,,,,,,,,,,,,,ScotlandLeague 2Forfar AthleticEdinburgh City,2025-02-08Forfar AthleticEdinburgh City1x2Edinburgh City,League 2Forfar AthleticEdinburgh City,,,1
A,2002-06-25,2002-08-25,Scotland,League 2,Forfar Athletic,Edinburgh City,DNB,Edinburgh City,3.3,3.3,230,234,,,,,,,,,,,,,,,,,,ScotlandLeague 2Forfar AthleticEdinburgh City,2025-02-08Forfar AthleticEdinburgh CityDNBEdinburgh City,League 2Forfar AthleticEdinburgh City,,,1
A,2002-06-25,2002-08-25,Scotland,League 2,Forfar Athletic,Edinburgh City,DC,Edinburgh City,2.05,2.05,105,108,,,,,,,,,,,,,,,,,,ScotlandLeague 2Forfar AthleticEdinburgh City,2025-02-08Forfar AthleticEdinburgh CityDCEdinburgh City,League 2Forfar AthleticEdinburgh City,,,1
A,2002-06-25,2002-08-25,Scotland,League 2,Forfar Athletic,Edinburgh City,1H DNB,Edinburgh City,,3,200,200,,,,,,,,,,,,,,,,,,ScotlandLeague 2Forfar AthleticEdinburgh City,2025-02-08Forfar AthleticEdinburgh City1H DNBEdinburgh City,League 2Forfar AthleticEdinburgh City,,,1
A,2002-06-25,2002-08-25,Scotland,League 2,Forfar Athletic,Edinburgh City,1H DC,Edinburgh City,,1.6,-167,-166,,,,,,,,,,,,,,,,,,ScotlandLeague 2Forfar AthleticEdinburgh City,2025-02-08Forfar AthleticEdinburgh City1H DCEdinburgh City,League 2Forfar AthleticEdinburgh City,,,1
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,Asian Handicap,Hume City +0.25,,1.74,-135,,,,,,,,,,,,,,,,300,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume CityAsian HandicapHume City +0.25,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,Double Chance,Hume City Or Draw,,,,,,,,,,,,,,,,,,,,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume CityDouble ChanceHume City Or Draw,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,Asian Handicap,Hume City +0.5,,,,,,,,,,,,,,,,,,,,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume CityAsian HandicapHume City +0.5,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,Goal Spread,Hume City +0.5,,,,,,,,,,,,,,,,,,,300,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume CityGoal SpreadHume City +0.5,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,Draw No Bet,Hume City,,,,,,,,,,,,,,,,,,,,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume CityDraw No BetHume City,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,Asian Handicap,Hume City +0,,,,,,,,,,,,,,,,,,,,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume CityAsian HandicapHume City +0,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,Goal Spread,Hume City +0,,,,,,,,,,,,,,,,,,,300,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume CityGoal SpreadHume City +0,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,Moneyline,Hume City,,,,,,,,,,,,,,,,,,,300,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume CityMoneylineHume City,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,Asian Handicap,Hume City -0.5,,,,,,,,,,,,,,,,,,,,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume CityAsian HandicapHume City -0.5,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,Goal Spread,Hume City -0.5,,,,,,,,,,,,,,,,,,,300,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume CityGoal SpreadHume City -0.5,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,1st Half Moneyline,Hume City,,,,,,,,,,,,,,,,,,,100,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume City1st Half MoneylineHume City,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,1st Half Asian Handicap,Hume City -0.5,,,,,,,,,,,,,,,,,,,,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume City1st Half Asian HandicapHume City -0.5,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,1st Half Goal Spread,Hume City -0.5,,,,,,,,,,,,,,,,,,,100,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume City1st Half Goal SpreadHume City -0.5,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,1st Half Asian Handicap,Hume City +0,,,,,,,,,,,,,,,,,,,,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume City1st Half Asian HandicapHume City +0,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,1st Half Goal Spread,Hume City +0,,,,,,,,,,,,,,,,,,,100,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume City1st Half Goal SpreadHume City +0,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,1st Half Asian Handicap,Hume City +0.25,,,,,,,,,,,,,,,,,,,100,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume City1st Half Asian HandicapHume City +0.25,Australia - Victoria NPLPreston Lions FCHume City,,,0
Israel,2002-06-25,2002-07-25,Soccer,Australia - Victoria NPL,Preston Lions FC,Hume City,1st Half Goal Spread,Hume City +0.25,,,,,,,,,,,,,,,,,,,,,2025020724FC807C,SoccerAustralia - Victoria NPLPreston Lions FCHume City,2025-02-07Preston Lions FCHume City1st Half Goal SpreadHume City +0.25,Australia - Victoria NPLPreston Lions FCHume City,,,0
Rago,2002-04-25,2002-09-25,Soccer,Azerbaijan - Premier League,Sabah FK,Turan Tovuz,Moneyline,Sabah FK,,2.3,130,,,120,,,,,,,,,,,,,100,,202502078B80E8B8,SoccerAzerbaijan - Premier LeagueSabah FKTuran Tovuz,2025-02-09Sabah FKTuran TovuzMoneylineSabah FK,Azerbaijan - Premier LeagueSabah FKTuran Tovuz,,,1
Rago,2002-04-25,2002-09-25,Soccer,Azerbaijan - Premier League,Sabah FK,Turan Tovuz,Goal Spread,Sabah FK -0.5,,2.3,130,,,,,,,,,,,,,,,,100,,202502078B80E8B8,SoccerAzerbaijan - Premier LeagueSabah FKTuran Tovuz,2025-02-09Sabah FKTuran TovuzGoal SpreadSabah FK -0.5,Azerbaijan - Premier LeagueSabah FKTuran Tovuz,,,1
Rago,2002-04-25,2002-09-25,Soccer,Azerbaijan - Premier League,Sabah FK,Turan Tovuz,Asian Handicap,Sabah FK -0.5,,2.3,130,,,,,,,,,,,,,,,,,,202502078B80E8B8,SoccerAzerbaijan - Premier LeagueSabah FKTuran Tovuz,2025-02-09Sabah FKTuran TovuzAsian HandicapSabah FK -0.5,Azerbaijan - Premier LeagueSabah FKTuran Tovuz,,,1
Rago,2002-04-25,2002-09-25,Soccer,Azerbaijan - Premier League,Sabah FK,Turan Tovuz,Draw No Bet,Sabah FK,,1.7,-143,,,,,,,,,,,,,,,,,,202502078B80E8B8,SoccerAzerbaijan - Premier LeagueSabah FKTuran Tovuz,2025-02-09Sabah FKTuran TovuzDraw No BetSabah FK,Azerbaijan - Premier LeagueSabah FKTuran Tovuz,,,1
Rago,2002-04-25,2002-09-25,Soccer,Azerbaijan - Premier League,Sabah FK,Turan Tovuz,Goal Spread,Sabah FK +0,,1.7,-143,,,,,,,,,,,,,,,,100,,202502078B80E8B8,SoccerAzerbaijan - Premier LeagueSabah FKTuran Tovuz,2025-02-09Sabah FKTuran TovuzGoal SpreadSabah FK +0,Azerbaijan - Premier LeagueSabah FKTuran Tovuz,,,1
Rago,2002-04-25,2002-09-25,Soccer,Azerbaijan - Premier League,Sabah FK,Turan Tovuz,Asian Handicap,Sabah FK +0,,1.7,-143,,,,,,,,,,,,,,,,,,202502078B80E8B8,SoccerAzerbaijan - Premier LeagueSabah FKTuran Tovuz,2025-02-09Sabah FKTuran TovuzAsian HandicapSabah FK +0,Azerbaijan - Premier LeagueSabah FKTuran Tovuz,,,1
Rago,2002-04-25,2002-09-25,Soccer,Azerbaijan - Premier League,Sabah FK,Turan Tovuz,1st Half Moneyline,Sabah FK,,2.95,195,,,,,,,,,,,,,,,,,,202502078B80E8B8,SoccerAzerbaijan - Premier LeagueSabah FKTuran Tovuz,2025-02-09Sabah FKTuran Tovuz1st Half MoneylineSabah FK,Azerbaijan - Premier LeagueSabah FKTuran Tovuz,,,1
Rago,2002-04-25,2002-09-25,Soccer,Azerbaijan - Premier League,Sabah FK,Turan Tovuz,1st Half Goal Spread,Sabah FK -0.5,,,,,,,,,,,,,,,,,,,100,,202502078B80E8B8,SoccerAzerbaijan - Premier LeagueSabah FKTuran Tovuz,2025-02-09Sabah FKTuran Tovuz1st Half Goal SpreadSabah FK -0.5,Azerbaijan - Premier LeagueSabah FKTuran Tovuz,,,1
Rago,2002-04-25,2002-09-25,Soccer,Azerbaijan - Premier League,Sabah FK,Turan Tovuz,1st Half Asian Handicap,Sabah FK -0.5,,,,,,,,,,,,,,,,,,,,,202502078B80E8B8,SoccerAzerbaijan - Premier LeagueSabah FKTuran Tovuz,2025-02-09Sabah FKTuran Tovuz1st Half Asian HandicapSabah FK -0.5,Azerbaijan - Premier LeagueSabah FKTuran Tovuz,,,1
Israel,2002-06-25,2002-07-25,Soccer,Slovenia - PrvaLiga,NK Nafta Lendava 1903,Kalcer Radomlje,Total Goals,Under 2.25,,1.84,-119,,,,,,,,,,,,,,,,,,202502086D583121,SoccerSlovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,2025-02-07NK Nafta Lendava 1903Kalcer RadomljeTotal GoalsUnder 2.25,Slovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,,,0
Israel,2002-06-25,2002-07-25,Soccer,Slovenia - PrvaLiga,NK Nafta Lendava 1903,Kalcer Radomlje,Asian Total Goals,Under 2.25,,1.84,-119,,,,,,,,,,,,,,,,,,202502086D583121,SoccerSlovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,2025-02-07NK Nafta Lendava 1903Kalcer RadomljeAsian Total GoalsUnder 2.25,Slovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,,,0
Israel,2002-06-25,2002-07-25,Soccer,Slovenia - PrvaLiga,NK Nafta Lendava 1903,Kalcer Radomlje,Total Goals,none available,,,,,,,,,,,,,,,,,,,,,202502086D583121,SoccerSlovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,2025-02-07NK Nafta Lendava 1903Kalcer RadomljeTotal Goalsnone available,Slovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,,,0
Israel,2002-06-25,2002-07-25,Soccer,Slovenia - PrvaLiga,NK Nafta Lendava 1903,Kalcer Radomlje,Asian Total Goals,Under 2.5,,,,,,,,,,,,,,,,,,,,,202502086D583121,SoccerSlovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,2025-02-07NK Nafta Lendava 1903Kalcer RadomljeAsian Total GoalsUnder 2.5,Slovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,,,0
Israel,2002-06-25,2002-07-25,Soccer,Slovenia - PrvaLiga,NK Nafta Lendava 1903,Kalcer Radomlje,Total Goals,none available,,,,,,,,,,,,,,,,,,,,,202502086D583121,SoccerSlovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,2025-02-07NK Nafta Lendava 1903Kalcer RadomljeTotal Goalsnone available,Slovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,,,0
Israel,2002-06-25,2002-07-25,Soccer,Slovenia - PrvaLiga,NK Nafta Lendava 1903,Kalcer Radomlje,Asian Total Goals,Under 1.5,,,,,,,,,,,,,,,,,,,,,202502086D583121,SoccerSlovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,2025-02-07NK Nafta Lendava 1903Kalcer RadomljeAsian Total GoalsUnder 1.5,Slovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,,,0
Israel,2002-06-25,2002-07-25,Soccer,Slovenia - PrvaLiga,NK Nafta Lendava 1903,Kalcer Radomlje,,,,,,,,,,,,,,,,,,,,,,,202502086D583121,SoccerSlovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,2025-02-07NK Nafta Lendava 1903Kalcer Radomlje,Slovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,,,0
Israel,2002-06-25,2002-07-25,Soccer,Slovenia - PrvaLiga,NK Nafta Lendava 1903,Kalcer Radomlje,,,,,,,,,,,,,,,,,,,,,,,202502086D583121,SoccerSlovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,2025-02-07NK Nafta Lendava 1903Kalcer Radomlje,Slovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,,,0
Israel,2002-06-25,2002-07-25,Soccer,Slovenia - PrvaLiga,NK Nafta Lendava 1903,Kalcer Radomlje,,,,,,,,,,,,,,,,,,,,,,,202502086D583121,SoccerSlovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,2025-02-07NK Nafta Lendava 1903Kalcer Radomlje,Slovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,,,0
Israel,2002-06-25,2002-07-25,Soccer,Slovenia - PrvaLiga,NK Nafta Lendava 1903,Kalcer Radomlje,,,,,,,,,,,,,,,,,,,,,,,202502086D583121,SoccerSlovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,2025-02-07NK Nafta Lendava 1903Kalcer Radomlje,Slovenia - PrvaLigaNK Nafta Lendava 1903Kalcer Radomlje,,,0
,,2002-08-25,Soccer,Israel - Premier League,Maccabi Netanya FC,Hapoel Jerusalem FC,Moneyline,Maccabi Netanya FC,1.95,1.94,-106,,,-105,,,,,,,-105,,,,,,300,,20250208FC8C9C9A,SoccerIsrael - Premier LeagueMaccabi Netanya FCHapoel Jerusalem FC,2025-02-08Maccabi Netanya FCHapoel Jerusalem FCMoneylineMaccabi Netanya FC,Israel - Premier LeagueMaccabi Netanya FCHapoel Jerusalem FC,,,1
,,2002-08-25,Soccer,Israel - Premier League,Maccabi Netanya FC,Hapoel Jerusalem FC,Asian Handicap,Maccabi Netanya FC -0.5,1.95,1.94,-106,,,,,,,,,,,,,,,,,,20250208FC8C9C9A,SoccerIsrael - Premier LeagueMaccabi Netanya FCHapoel Jerusalem FC,2025-02-08Maccabi Netanya FCHapoel Jerusalem FCAsian HandicapMaccabi Netanya FC -0.5,Israel - Premier LeagueMaccabi Netanya FCHapoel Jerusalem FC,,,1
